Condition_x,Coordinates,Condition_y
,"49.244321957145225, -123.05949019578999",Very Good
,"49.24432619450947, -123.1866882616787",Very Good
VERY GOOD,"49.244326347640865, -123.06386929710091",
,"49.244328389195175, -123.05672213818305",Very Good
VERY GOOD,"49.244335675919665, -123.11957875984652",
FAIR,"49.24433604027897, -123.06656252569829",
,"49.244338160017755, -123.09553708869475",Very Good
,"49.24434002412063, -123.18951662802186",Good
GOOD,"49.244341732752765, -123.15943568342871",
,"49.24435015782941, -123.09716558659443",Very Good
,"49.24435059362082, -123.19227658830403",Fair
,"49.244360846752535, -123.19523662712197",Good
VERY POOR,"49.24437018760325, -123.08660917783462",
,"49.2443710049636, -123.08654117811953",Poor
,"49.24437193192621, -123.08667855881092",Very Poor
,"49.244372149372055, -123.11641140310347",Very Good
,"49.24437834330534, -123.11957824795208",Very Good
,"49.24437893623297, -123.09805012325515",Very Good
VERY POOR,"49.244383018167525, -123.15485204431008",
VERY POOR,"49.244391594174665, -123.09716389404733",
,"49.24439941985116, -123.09930154459785",Fair
,"49.244402813331476, -123.15492095531759",Very Poor
,"49.24441402533087, -123.09410530489133",Very Good
POOR,"49.24442417881867, -123.09804285278709",
,"49.244436798262605, -123.13556305236898",Very Good
,"49.24444082331907, -123.09716260445452",Very Good
,"49.24444213486501, -123.1019525561294",Very Good
GOOD,"49.24444215054501, -123.02546596513716",
FAIR,"49.244444737383645, -123.09929957111238",
,"49.24444489420358, -123.12885940454781",Good
VERY POOR,"49.244457230371324, -123.13561900057549",
FAIR,"49.24446231328148, -123.02669915591316",
,"49.24446319893473, -123.1032432027927",Very Good
VERY POOR,"49.244465497792014, -123.14393774688742",
VERY POOR,"49.24446622139315, -123.1006250015464",
,"49.244468851330296, -123.09804633062537",Very Good
POOR,"49.24447444196828, -123.06793721193866",
,"49.244475013984264, -123.13569473760737",Very Good
,"49.24447871370388, -123.13931524651566",Very Good
,"49.24448204594318, -123.03063616717012",Good
,"49.24448431557691, -123.10453559640821",Good
FAIR,"49.2444843301035, -123.02801014362534",
GOOD,"49.2444874565926, -123.10195044583378",
,"49.244489332727944, -123.09929763763283",Very Good
VERY POOR,"49.24448996582242, -123.12885559246389",
GOOD,"49.24449056323707, -123.02929471012173",
,"49.24449189054438, -123.06786683552588",Very Good
,"49.24449492387746, -123.06799355361272",Fair
VERY POOR,"49.24449683705874, -123.14275259328188",
FAIR,"49.24449739437808, -123.0308197345685",
,"49.244500318121624, -123.0327239457601",Very Good
VERY POOR,"49.24450250900836, -123.0735002802271",
,"49.24450352268873, -123.07343210889078",Good
,"49.244505486213946, -123.07356947755301",Very Good
GOOD,"49.244505727480906, -123.02436941972786",
VERY POOR,"49.244508374482365, -123.10323467874038",
VERY POOR,"49.24450899018439, -123.0328404196883",
POOR,"49.244509082060645, -123.09417070421006",
,"49.244510735377034, -123.10061836791121",Very Good
,"49.24451778282353, -123.03477928260683",Very Good
GOOD,"49.244523771327685, -123.03484671890932",
,"49.244527542249614, -123.03809286834351",Very Good
GOOD,"49.244529131067615, -123.03634396671448",
POOR,"49.24452947862749, -123.10452576852396",
,"49.2445295546207, -123.07726143809498",Good
,"49.244532049634145, -123.10194866743979",Good
,"49.244532641139536, -123.09220792579947",Poor
,"49.244532990044185, -123.16474673048232",Fair
FAIR,"49.2445346655998, -123.03809570213566",
,"49.24453481843798, -123.1288562656232",Very Good
VERY GOOD,"49.24453612453999, -123.16487935773233",
,"49.244538824808814, -123.07850623260117",Very Good
,"49.24454055856912, -123.06994917605338",Good
FAIR,"49.24454067323236, -123.03985431644537",
,"49.24454319188784, -123.07008651806457",Poor
,"49.24454591247492, -123.14539423246069",Good
,"49.24454636343772, -123.07950707221738",Very Good
GOOD,"49.24454720012424, -123.04139308109389",
,"49.24454813227658, -123.1455315773628",Very Good
FAIR,"49.24454861189248, -123.14546193427341",
,"49.24455311160488, -123.10323915172116",Very Good
,"49.244554181919185, -123.08074702451252",Very Good
,"49.24455472190114, -123.02440604075976",Fair
GOOD,"49.24455732034544, -123.07540010273107",
,"49.244558878807844, -123.13917523038675",Very Good
,"49.244560557560284, -123.08203413627791",Very Good
,"49.24456371810302, -123.02657618956954",Fair
,"49.24456589023122, -123.04650074997652",Very Good
,"49.24456635227612, -123.13404738778799",Good
,"49.2445670721614, -123.0833491044513",Good
GOOD,"49.244571915912296, -123.04403726610734",
,"49.244572027768285, -123.04830043143104",Fair
,"49.244572059939536, -123.03059136503605",Very Poor
VERY GOOD,"49.24457248420772, -123.07692499348927",
,"49.244574222676, -123.10453142394265",Very Good
,"49.24457567726896, -123.05539710145315",Good
,"49.244576044441004, -123.05347587161747",Good
,"49.24457713406934, -123.08494438226388",Very Good
,"49.24457722793735, -123.05185625241944",Very Good
,"49.244577324600996, -123.0503275861407",Very Good
VERY POOR,"49.24457798810414, -123.09220538329572",
POOR,"49.24458201897773, -123.07821640413948",
,"49.24458399558087, -123.06510730928976",Very Poor
,"49.244589260845814, -123.03263027502528",Very Poor
FAIR,"49.24459001250659, -123.06066999727773",
POOR,"49.244591762413734, -123.0795078148598",
,"49.2445990236709, -123.14734747846195",Very Good
POOR,"49.244599551487674, -123.08074430039673",
POOR,"49.244605930447584, -123.08202889157728",
VERY POOR,"49.24460606777775, -123.1340134038315",
,"49.24460755362864, -123.03475651958085",Very Good
POOR,"49.24461246599205, -123.0833478248164",
,"49.24461328744751, -123.03617095369042",Very Good
POOR,"49.24461549543572, -123.04778038827617",
VERY POOR,"49.244615645069814, -123.06517434142233",
,"49.24461733714652, -123.03799659711518",Very Good
,"49.2446194161563, -123.07724771921835",Very Good
GOOD,"49.244620952999455, -123.05544689753756",
VERY GOOD,"49.244621367513524, -123.05340662065653",
VERY GOOD,"49.24462250142833, -123.0518059890774",
POOR,"49.244622516616374, -123.08494151166376",
,"49.244622574054155, -123.09220542345327",Very Poor
VERY GOOD,"49.24462259496995, -123.05036335582422",
NO DATA,"49.24462806468597, -123.16303230444969",
,"49.24463022238833, -123.0411830304396",Very Good
,"49.24463606003894, -123.07947064205058",Very Good
,"49.2446407966849, -123.04325319582779",Good
,"49.244644129157955, -123.08074534377138",Very Good
GOOD,"49.24464422599456, -123.14736221722843",
,"49.244649787069044, -123.04513120877351",Very Poor
,"49.24465050792571, -123.08203285638349",Very Good
,"49.24465587634705, -123.04649971476805",Very Good
,"49.244657016904284, -123.08334718119649",Very Good
,"49.244662166770425, -123.04835273928289",Very Good
,"49.24466515499398, -123.08904587142445",Very Good
,"49.24466563976103, -123.05543189202682",Fair
,"49.244666090897994, -123.05337892087714",Good
,"49.24466626251328, -123.06340270510098",Very Poor
,"49.2446670702288, -123.08494193292604",Good
,"49.244667210024446, -123.05178960495164",Good
,"49.244667316057054, -123.05038056366071",Good
NO DATA,"49.24467630705345, -123.16792748427925",
,"49.244681578250294, -123.13230175151739",Good
POOR,"49.24468428369464, -123.17021399880647",
,"49.244686571162404, -123.17014612632637",Very Good
,"49.24468711526871, -123.17028352146804",Poor
,"49.24468940873186, -123.14737491701905",Good
VERY GOOD,"49.244700475360105, -123.17297395266961",
VERY GOOD,"49.24471056128117, -123.08904678499563",
,"49.24471112072192, -123.14026390315998",Very Poor
,"49.24471218425093, -123.0955271275608",Very Good
GOOD,"49.24471914108327, -123.03401869018798",
GOOD,"49.24471938068027, -123.17863714218146",
,"49.24471939043015, -123.06351358119322",Very Poor
,"49.24471987595375, -123.17856928181726",Poor
,"49.24472045509518, -123.17870667088903",Very Good
,"49.24472061666865, -123.17304330263552",Very Good
VERY GOOD,"49.24473392605669, -123.18193501884618",
,"49.24473394190911, -123.18186716676763",Good
,"49.24473451717793, -123.18200455887225",Very Poor
,"49.24473700151922, -123.16319034030606",Very Good
,"49.24474372014683, -123.13109776429309",Very Good
FAIR,"49.24474778890065, -123.18523477293648",
,"49.244748047993205, -123.18530431035731",Very Good
,"49.2447539877419, -123.14144427786559",Fair
GOOD,"49.244754308187915, -123.13234575338188",
VERY POOR,"49.244757534114484, -123.09552586859368",
GOOD,"49.244760438874394, -123.18813103164423",
,"49.24476228148311, -123.18806314758106",Fair
,"49.24476294831965, -123.18820054069504",Poor
VERY POOR,"49.2447691487411, -123.14025829015068",
,"49.2447711099993, -123.06647947583534",Very Good
,"49.244771347464805, -123.06444361011368",Very Good
,"49.244771391335924, -123.11853379240243",Very Good
,"49.24477396277172, -123.07132411106441",Very Good
VERY POOR,"49.244774790401976, -123.14138326121278",
,"49.24477572500302, -123.19082292988425",Very Good
,"49.244775802862776, -123.07146148016034",Good
VERY POOR,"49.24477580413299, -123.19089077931424",
,"49.24477626707336, -123.19096032695269",Very Good
,"49.244778440939506, -123.11867092798381",Very Good
FAIR,"49.24477956848388, -123.11860110172096",
FAIR,"49.244784160636364, -123.19365170102316",
,"49.2447842607662, -123.19358385572585",Very Good
,"49.24478659552395, -123.16306162722314",Very Good
VERY GOOD,"49.24479702600674, -123.19676193963345",
VERY POOR,"49.244797628768055, -123.13109199246085",
,"49.24480212107555, -123.09552472202938",Very Good
,"49.24480365431435, -123.06661586420115",Very Good
POOR,"49.244806740566794, -123.12052089231707",
,"49.244808345908744, -123.12045303326398",Very Good
GOOD,"49.24482016344081, -123.02400725634465",
,"49.24482260470712, -123.1440668153799",Good
,"49.24482941518019, -123.14392825255571",Good
,"49.244832748763805, -123.14025693814978",Very Good
,"49.24483978861779, -123.14133214346286",Good
,"49.24484407615784, -123.13109171534295",Very Good
,"49.244860211267614, -123.06161867156133",Very Poor
,"49.2448621824524, -123.06440088244605",Good
VERY POOR,"49.24489885753784, -123.0600806840203",
GOOD,"49.24490519453746, -123.06161946671406",
GOOD,"49.244911800041585, -123.06300710893392",
FAIR,"49.244920425055156, -123.02855430817871",
,"49.244931579768476, -123.12776776690279",Very Good
,"49.2449390334438, -123.02862327135466",Very Good
,"49.24494213927743, -123.02848586503752",Very Good
GOOD,"49.244948905854955, -123.04186112012022",
,"49.24495016414621, -123.06161765685766",Very Poor
,"49.24495159544048, -123.03378839764612",Very Poor
,"49.244953769272115, -123.03393347052328",Very Good
FAIR,"49.2449581412985, -123.0366412903513",
FAIR,"49.24496026033873, -123.15109474563754",
VERY GOOD,"49.24496431066916, -123.12998372850966",
,"49.24496619053909, -123.12991586788395",Fair
VERY GOOD,"49.24497027267416, -123.03911397864083",
,"49.24497092502057, -123.13005312367434",Good
,"49.24498513970199, -123.07619843067842",Very Good
,"49.244987385367644, -123.03904555755945",Very Good
,"49.24499698076825, -123.06894792680755",Very Good
VERY GOOD,"49.24499953251537, -123.09687950152644",
VERY GOOD,"49.245002812739806, -123.15284557897174",
,"49.245004237648295, -123.0781387442392",Very Good
VERY GOOD,"49.245004637503705, -123.07820678897427",
,"49.245005359070696, -123.07827612584533",Good
,"49.24501508530136, -123.08007180716538",Good
VERY GOOD,"49.24501575525733, -123.11184022464099",
,"49.24501583101787, -123.08020919514648",Good
VERY GOOD,"49.24501632685297, -123.08013984665102",
,"49.24502201628259, -123.08140933983024",Very Good
,"49.24502889783084, -123.08278478709754",Very Good
GOOD,"49.24503141722978, -123.08133538220068",
POOR,"49.24503162727964, -123.08271528907241",
,"49.24503295999919, -123.09733571536194",Good
FAIR,"49.245033267944955, -123.06894181944769",
POOR,"49.245034259826625, -123.04964689679234",
GOOD,"49.2450343494816, -123.05424946529514",
,"49.245034376789974, -123.08389130798543",Good
,"49.24503465997053, -123.05658254359224",Very Good
FAIR,"49.2450349125865, -123.08395930969961",
FAIR,"49.24503515586689, -123.05665084165784",
,"49.24503527086101, -123.0840286943273",Very Good
GOOD,"49.24503617810684, -123.05204370030137",
GOOD,"49.24503857218963, -123.09740340765484",
,"49.24503867323668, -123.09747291517102",Fair
,"49.245043309206864, -123.16669905000258",Good
,"49.24504996787934, -123.08583544060778",Good
VERY GOOD,"49.24505150141758, -123.0859034041925",
GOOD,"49.24505201377507, -123.09863756804627",
,"49.24505439299164, -123.09856952764683",Very Good
,"49.24505635810185, -123.09870689879679",Good
,"49.24505737643418, -123.11180816872904",Very Good
,"49.245058704770685, -123.04957198576844",Poor
,"49.245067504888716, -123.16240843132327",Very Good
,"49.245068164466595, -123.0902956871269",Very Good
VERY GOOD,"49.24506830442597, -123.09022623584313",
VERY GOOD,"49.24507041608381, -123.09990559434496",
,"49.24507189834952, -123.0877718255476",Fair
,"49.245073494526196, -123.09983751277437",Fair
,"49.245075642571734, -123.09997487435191",Good
,"49.24508631304487, -123.068923986517",Very Good
VERY GOOD,"49.24508727809023, -123.16670335057455",
VERY POOR,"49.245090513094475, -123.10612978837625",
,"49.245095879089405, -123.08790861025636",Very Good
POOR,"49.245096893964316, -123.08783914384459",
POOR,"49.245099320661076, -123.14701196036354",
,"49.24509967021914, -123.09015721715743",Very Good
,"49.24510013750216, -123.14708157407355",Very Good
POOR,"49.24510738889743, -123.16196387109315",
,"49.24510959868597, -123.09408700935903",Good
POOR,"49.24511244078336, -123.14804050547306",
,"49.2451127834711, -123.16906574456635",Poor
,"49.24511821647761, -123.11067533114394",Very Good
,"49.24512256869464, -123.17159109738225",Poor
,"49.24512367284247, -123.09422406775079",Very Good
,"49.24512712764981, -123.16664475284155",Good
,"49.24513454114782, -123.14190885232263",Good
,"49.24513568919638, -123.1361504552115",Very Good
,"49.24514380642966, -123.10120955258483",Very Good
FAIR,"49.24515512846971, -123.11071463939386",
,"49.24515658859916, -123.18028297348938",Good
POOR,"49.245157631441, -123.16906760826288",
VERY GOOD,"49.24516403986213, -123.11396515040599",
,"49.24516589077977, -123.16244875548861",Very Good
,"49.24516718613413, -123.1170851582995",Very Good
FAIR,"49.245167395605186, -123.17158875969358",
POOR,"49.24516938325697, -123.13609121521004",
,"49.245169889105675, -123.04164070013402",Very Good
,"49.245170201095064, -123.18358184217693",Good
VERY GOOD,"49.24517912730281, -123.09415313074888",
,"49.245184991563185, -123.18667927300372",Good
,"49.245184994264655, -123.10134522824231",Very Good
,"49.24518713549747, -123.04177471665295",Very Good
GOOD,"49.24518904650052, -123.1771840231556",
,"49.24519864934113, -123.18950685466055",Fair
NO DATA,"49.245201393991344, -123.18028221278546",
,"49.2452027288754, -123.16906436169187",Good
,"49.24520839075366, -123.11954483871156",Very Good
,"49.24520886747129, -123.11395838220265",Good
,"49.24520993309453, -123.19226748386674",Fair
POOR,"49.24521220747589, -123.11706897200067",
,"49.24521252219955, -123.17159034427075",Poor
,"49.245212836627545, -123.13607045875878",Very Good
,"49.24521322453622, -123.09680575896124",Very Good
FAIR,"49.245214991434736, -123.18357962438381",
,"49.245220413001235, -123.19522920991527",Good
POOR,"49.24522974660364, -123.18667779655924",
POOR,"49.24523092626669, -123.1012735857315",
,"49.245234174160075, -123.1771803489011",Very Good
NO DATA,"49.24524343572963, -123.18950804827378",
,"49.24524654152685, -123.1802821174018",Poor
,"49.245246556462384, -123.10249444035952",Good
,"49.24524886324539, -123.10263178542952",Good
FAIR,"49.24525078260424, -123.10256217604844",
POOR,"49.245253431204794, -123.1195344373802",
NO DATA,"49.24525471570009, -123.19226963075978",
,"49.24525690650421, -123.1170686596563",Good
,"49.24526015476513, -123.18358099939265",Fair
FAIR,"49.24526508039832, -123.1952029669552",
,"49.2452684047263, -123.10378543811746",Fair
VERY POOR,"49.24526904124326, -123.1038533190465",
,"49.24527073245629, -123.10392279022257",Good
,"49.24527494688834, -123.18667842758308",Fair
