Coordinates,Amenity
"49.26546159603325, -123.21515641946358",bikeways
"49.26546603992186, -123.10150796501446",parking
"49.2654685, -123.1389124","cultural, cultural, cultural, cultural, cultural"
"49.265470875423375, -123.1461595865778",bikeways
"49.26547390932794, -123.20216017452904",bikeways
"49.26547640434881, -123.04952552052895",bikeways
"49.265482, -123.128905",parks
"49.26548648867911, -123.14362409355932","parking, parking"
"49.26548974099902, -123.14734523356596",bikeways
"49.26549557951606, -123.14419729267014","parking, parking"
"49.26549895942524, -123.14437200337906","parking, parking"
"49.265499263821674, -123.10357047875505",parking
"49.26549932991648, -123.11279703903674",bikeways
"49.2655009, -123.08501953",gardens
"49.26550091841297, -123.14453186519847",parking
"49.2655040261066, -123.13861871013255",parking
"49.265509591088765, -123.20448064121999",bikeways
"49.265510234335196, -123.18774224157872",bikeways
"49.26552028166612, -123.14926387175497",bikeways
"49.265520990260825, -123.14602423546152","parking, parking"
"49.265524267541764, -123.14620678082356","parking, parking"
"49.2655257, -123.1385822","cultural, cultural, cultural, cultural, cultural"
"49.265527009700065, -123.14638547598263","parking, parking"
"49.265529068230784, -123.14653557920656",parking
"49.26553636609812, -123.12411011804673",bikeways
"49.265544970977984, -123.10577201299165",parking
"49.265545741169795, -123.16461730903512",bikeways
"49.265549236617396, -123.09986664732546","parking, parking"
"49.265553124749324, -123.15131281189568",bikeways
"49.26555604720457, -123.10624899382894","parking, parking"
"49.26555681942307, -123.2075184440137",bikeways
"49.265559837007814, -123.07356966653037",bikeways
"49.26557239502218, -123.1525121787475",bikeways
"49.26557398711314, -123.10766395996392",parking
"49.26558504704316, -123.10191602836082",parking
"49.2655855, -123.1075911","cultural, cultural, cultural, cultural, cultural"
"49.2655881351797, -123.15348887569729",bikeways
"49.2655929855372, -123.10870093719355",parking
"49.2655999, -123.140093","cultural, cultural, cultural, cultural, cultural, cultural"
"49.2656002, -123.1408505",cultural
"49.26560344081177, -123.21055673117162",bikeways
"49.265607220465355, -123.15467382928297",bikeways
"49.26561403841655, -123.10983798468766",parking
"49.265615963747685, -123.1036650286887",parking
"49.26561980026595, -123.13861381128211","parking, parking"
"49.26562899455662, -123.10437801864501",parking
"49.26562937910612, -123.14322424846532","parking, parking"
"49.265629864582095, -123.10501611313758",parking
"49.265632972029195, -123.06958003340667",parking
"49.26563414855309, -123.11741345370834",bikeways
"49.26563893131103, -123.10552996867274",parking
"49.26563998527363, -123.07550152854022",bikeways
"49.265650050094564, -123.21361232492822",bikeways
"49.26565167577889, -123.08416419909543",parking
"49.265651687620334, -123.11196091664483",parking
"49.26565904703973, -123.10604798537835",parking
"49.26567, -123.14003","cultural, cultural, cultural, cultural, cultural"
"49.26567357075709, -123.17392164884195",bikeways
"49.265686987790644, -123.1140820870538",parking
"49.265686999415365, -123.10762901814007",parking
"49.26569518352942, -123.06196045567663",bikeways
"49.265696553994935, -123.09884221233537",bikeways
"49.26570872289995, -123.08398870816471",bikeways
"49.26571070520562, -123.1085292844949",parking
"49.26573098798393, -123.10992002829143",parking
"49.2657339566106, -123.13860780826043","parking, parking"
"49.265734740408135, -123.14555603066455","parking, parking"
"49.265745, -123.106972","cultural, cultural"
"49.26574578311031, -123.14321936220132","parking, parking"
"49.2657529, -123.1384021","cultural, cultural, cultural, cultural"
"49.26575706063916, -123.13834149058566","parking, parking"
"49.2657590323994, -123.06981594114535",parking
"49.26575997044893, -123.1114040266356",parking
"49.26576178279463, -123.09938676887667",greenways
"49.26577204011488, -123.11222395639327",parking
"49.2657831984991, -123.07896225243121",transit
"49.26580366897315, -123.10477929993183",bikeways
"49.26580785270173, -123.07743221518737",bikeways
"49.265808, -123.152426",parks
"49.26580819156445, -123.11378773740019",parking
"49.2658197, -123.152619",gardens
"49.26583648995417, -123.18772939007441",bikeways
"49.265840054825524, -123.14555003138231","parking, parking"
"49.265844589354785, -123.14084611908659","parking, parking"
"49.26584477684794, -123.13860087493572","parking, parking"
"49.26585835991557, -123.14339920099823",parking
"49.26586794859258, -123.13833808938053","parking, parking"
"49.26588229274387, -123.14567737197149",bikeways
"49.26589982943739, -123.21514057154737",bikeways
"49.265910033552366, -123.10274003885553",parking
"49.26591599580268, -123.1095659489185","parking, parking"
"49.265917, -123.07831",gardens
"49.26592031698141, -123.14804812836326",bikeways
"49.26592197890613, -123.10486301978493",parking
"49.265924954313355, -123.11676406846875",bikeways
"49.265936, -123.066601",parks
"49.265937805270035, -123.08565599235669",parking
"49.265942, -123.158046",cultural
"49.26594949405915, -123.14554719187544","parking, parking"
"49.2659502912447, -123.1127781686781",bikeways
"49.26595555721213, -123.16460286273482",bikeways
"49.26596153380722, -123.14084054148253","parking, parking"
"49.2659619836323, -123.10469101370839",parking
"49.26596594524204, -123.14339703862511","parking, parking"
"49.26597173371252, -123.04952091153099",bikeways
"49.2659754, -123.0693229","cultural, cultural, cultural, cultural, cultural"
"49.26597716019574, -123.13859259995661","parking, parking"
"49.26597990206767, -123.17067418",schools
"49.26599202703574, -123.10935306535855",parking
"49.26600879493368, -123.18772239020068",bikeways
"49.266022, -123.0698073","cultural, cultural, cultural, cultural, cultural"
"49.26602399269678, -123.11092298596162",parking
"49.266025, -123.249913","cultural, cultural, cultural"
"49.26604654694042, -123.14554431592435","parking, parking"
"49.266051, -123.139386",cultural
"49.2660537, -123.1422296",cultural
"49.2660577, -123.1265306",cultural
"49.2660609671175, -123.11268494188705",parking
"49.26607740139021, -123.1433925507574","parking, parking"
"49.26608144431841, -123.14083689663818",parking
"49.266082746881395, -123.12409003860368",bikeways
"49.26610001596944, -123.10293795347506",parking
"49.26611136796054, -123.13772806534445","parking, parking"
"49.266113494060185, -123.13790634806767","parking, parking"
"49.266116437992146, -123.13807748552162","parking, parking"
"49.26613659515471, -123.138821576312","parking, parking"
"49.266139797830185, -123.13900082437144","parking, parking"
"49.26614724140469, -123.06195155883857",bikeways
"49.26614766080465, -123.13934338008289","parking, parking"
"49.26614797880932, -123.0858005858829",parking
"49.26614852105745, -123.09882277201709",bikeways
"49.26614957745133, -123.13954406730635","parking, parking"
"49.26615380177747, -123.1398816508218",parking
"49.26615393024081, -123.14553832266586",parking
"49.26615434610366, -123.07742519364452",bikeways
"49.26615708607197, -123.15136076670578",bikeways
"49.26615849749191, -123.14005225742494","parking, parking"
"49.26616128822961, -123.14027287793233",parking
"49.2661646, -123.1383868","cultural, cultural, cultural"
"49.26616529507808, -123.14052868997541","parking, parking"
"49.26617452576444, -123.14114725638267","parking, parking"
"49.266176481983166, -123.14131303074126","parking, parking"
"49.266179970677726, -123.14147592297348","parking, parking"
"49.266179995422426, -123.1067899754763",parking
"49.2661804, -123.1399725","cultural, cultural, cultural, cultural"
"49.26618199211989, -123.0698070536243",parking
"49.26618303826234, -123.10661197992422",parking
"49.26618640036662, -123.12115358868509",bikeways
"49.266193169067684, -123.0743697",schools
"49.2661946644574, -123.1229019819648",bikeways
"49.26620108702622, -123.14281024399648","parking, parking"
"49.26620410888306, -123.14298523097246","parking, parking"
"49.26620727, -123.0364197",ev_charging
"49.266216578426835, -123.10281827602053",bikeways
"49.26621791004656, -123.12458690058821",bikeways
"49.266218735017475, -123.11573391557025",bikeways
"49.2662333, -123.0736131",gardens
"49.26623670046553, -123.12578614210562",bikeways
"49.266238, -123.1401944","cultural, cultural, cultural, cultural"
"49.26623833179212, -123.07355643868226",bikeways
"49.26623872339807, -123.13774202772352","parking, parking"
"49.2662399, -123.1435022",gardens
"49.26624146962122, -123.13792828494115","parking, parking"
"49.266244315353916, -123.13810629524335",parking
"49.266249648901834, -123.1389845010699","parking, parking"
"49.266254901997726, -123.1393281498194","parking, parking"
"49.26625572614925, -123.1047607797916",bikeways
"49.26625850247741, -123.13952742645306","parking, parking"
"49.266259847275464, -123.13976929362084","parking, parking"
"49.266266240174254, -123.14000926448036","parking, parking"
"49.2662712708331, -123.14025209057701","parking, parking"
"49.26627443558893, -123.14046810796319","parking, parking"
"49.26627496734119, -123.06956705333364",parking
"49.2662772, -123.1456636",gardens
"49.266278634233636, -123.14065469948704","parking, parking"
"49.26628212986914, -123.12726413451057",bikeways
"49.266287373626966, -123.14132874224178","parking, parking"
"49.26628986020534, -123.14150194100199","parking, parking"
"49.266292803192755, -123.14166950548464","parking, parking"
"49.26629484388892, -123.14183912920674","parking, parking"
"49.2662982314156, -123.14201054370665","parking, parking"
"49.266301, -123.204312",parks
"49.26630410165616, -123.17389871066015",bikeways
"49.2663131, -123.148045",gardens
"49.26632204417711, -123.21512494444374",bikeways
"49.26633958, -123.14208457",gardens
"49.26634023249435, -123.11519667899394",transit
"49.266343060648964, -123.10040929513855","parking, parking"
"49.2663536, -123.1400604","cultural, cultural, cultural, cultural, cultural"
"49.266360221834915, -123.12845989276865",bikeways
"49.26636298618815, -123.14598878293727","parking, parking"
"49.26636609613801, -123.14616143422722","parking, parking"
"49.266369026796866, -123.14633339773923","parking, parking"
"49.266369173115756, -123.12046736985337",bikeways
"49.26637195876837, -123.14650412419034","parking, parking"
"49.266372008095345, -123.1017450071221",parking
"49.26637502701171, -123.16458741638289",bikeways
"49.26638328131755, -123.13831011495292","parking, parking"
"49.26638432049644, -123.09940959479374",bikeways
"49.26638863209069, -123.08807772138695",parking
"49.26639297854108, -123.14565831452956",bikeways
"49.26639363794157, -123.12976894434058",bikeways
"49.266401, -123.090778",parks
"49.266402145213725, -123.1127582628901",bikeways
"49.26640277186853, -123.10041188435237",bikeways
"49.26641413307393, -123.10412735047863",parking
"49.266417350999056, -123.10120823179558",bikeways
"49.266421, -123.1413634",gardens
"49.266421543067686, -123.04511809000002",schools
"49.26642760536763, -123.14802884855382",bikeways
"49.26643560108372, -123.10220986196326",bikeways
"49.26644102174855, -123.1055329713408",parking
"49.26644650000171, -123.09949014328167","parking, parking"
"49.266446813257495, -123.04951309136885",bikeways
"49.26644781851785, -123.08785820262963",bikeways
"49.26644984374285, -123.09966001579423","parking, parking"
"49.266458189188036, -123.13858385811456","parking, parking"
"49.266461023490734, -123.12407682320402",bikeways
"49.26646231107508, -123.09452064422761",schools
"49.266464170522354, -123.10378401248991",bikeways
"49.26646453678499, -123.10720211355672",parking
"49.2664655307328, -123.14447031789986",bikeways
"49.26647294524523, -123.10109713197625",parking
"49.266474, -123.032578",gardens
"49.26647999309134, -123.10149203853295",parking
"49.26648700606768, -123.18233379",schools
"49.26649095200581, -123.1461306160964",bikeways
"49.26649396358664, -123.13830569590093","parking, parking"
"49.26649596344857, -123.10865893546313",parking
"49.26649906849081, -123.10571863123067",bikeways
"49.26650653674496, -123.14731591494132",bikeways
"49.266507746238716, -123.08766414109179",parking
"49.26651352, -123.06644596",gardens
"49.266521201908176, -123.18770199555688",bikeways
"49.266523973962165, -123.10392699453432",parking
"49.26652697915425, -123.11010296131764",parking
"49.26653121609407, -123.14206256996357",bikeways
"49.26653456909147, -123.14922709998355",bikeways
"49.266539898942845, -123.13137035913392",bikeways
"49.266542211156626, -123.10805917571781",bikeways
